,ID,Choice,ReportedDuration,InVehicleTime,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,ModeToSchool,CoderegionCAR,age,Weight
1704,52730184,1,40,43,11,0,55,12,0,10.6,1.43,19,4,0,3,2,5,0,5,2,1,1,4,0,1,2,5.0,20,1,2,1989,1,6,8,6,2000,3,1,2,2,2,2,1,5.3,2.05,1,2,3,1,3,5,5,2,2,4,4,5,4,3,2,6,5,4,5,5,4,5,3,3,4,2,4,3,5,4,4,4,4,4,2,2,4,1,4,5,3,2,4,4,5,4,4,5,2,2,2,2,4,2,3,7,1,2,3,3,5,2,1,1,1,4,5,16.5,5,5,21,0.00087004
1707,28640111,1,19,34,9,1,107,64,9,17.2,2.17,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,17.2,3.11,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,8,1,1,3,1,-2,4,-2,-2,-2,-2,3,20.0,-2,3,-1,7.709999999999999e-05
1708,54540955,1,20,30,1,1,50,15,5,5.6,1.33,18,2,0,1,0,-1,0,1,1,1,2,1,-1,1,1,5.0,10,2,2,1951,1,4,2,6,3250,3,2,2,2,2,2,1,5.6,1.91,3,3,4,2,3,5,4,2,3,5,4,2,4,1,5,3,3,1,5,1,5,3,3,2,2,3,1,5,5,2,1,1,3,3,5,3,3,1,1,5,2,3,1,4,4,1,1,5,2,3,3,2,5,4,1,6,2,2,4,4,6,1,-1,3,-1,4,6,12.0,8,6,59,0.000367986
1709,44630507,1,53,117,1,6,194,45,32,17.4,5.97,63,2,0,2,0,1,0,1,1,1,1,2,0,1,1,4.0,6,3,1,1958,1,2,1,5,5000,3,2,2,2,2,2,1,17.4,8.56,2,4,1,1,4,5,4,1,6,4,3,4,4,3,4,6,4,1,4,2,4,4,2,4,1,6,1,5,2,4,1,1,3,2,3,1,4,2,3,5,1,1,3,4,1,1,1,5,1,4,3,2,4,4,1,8,1,2,4,4,4,2,1,4,4,4,5,60.0,4,5,52,0.000409116
1710,90320844,0,16,14,3,0,25,11,0,3.0,0.88,15,3,0,2,0,6,0,2,1,1,1,3,0,1,1,7.0,49,3,2,1936,1,3,9,-1,5000,6,1,2,2,2,2,3,2.2,1.26,2,3,2,4,3,4,-1,-1,-1,-1,4,4,4,2,4,-1,4,1,-1,-1,-1,2,-1,3,4,2,2,2,4,4,1,3,3,2,5,3,3,1,3,4,2,4,3,3,-1,3,2,3,3,3,4,3,3,3,1,2,2,2,2,3,1,1,1,2,3,1,7,6.5,3,7,74,7.709999999999999e-05
1711,28240692,1,10,7,6,0,39,32,0,3.4,0.78,11,4,2,2,1,4,2,1,2,1,1,4,0,1,1,4.0,7,4,2,1969,2,3,2,5,7000,4,2,2,2,2,2,1,3.4,1.12,2,4,2,4,4,4,4,6,2,4,2,2,4,2,2,2,4,2,4,4,2,4,2,4,6,6,2,-1,6,2,4,6,6,4,4,4,2,2,4,2,2,2,4,4,4,2,2,4,2,2,4,2,4,4,3,4,2,1,2,4,5,1,4,-1,-1,3,3,7.6,4,3,41,9.82e-05
1712,39110969,0,13,10,3,0,22,12,0,4.0,0.67,9,4,2,1,1,4,2,2,1,1,1,2,0,2,1,4.5,9,3,2,1972,1,3,6,1,5000,3,1,2,2,2,2,1,2.2,0.96,2,3,4,2,4,4,4,2,4,5,4,5,4,2,3,2,2,3,4,2,4,3,3,4,5,4,3,3,5,5,2,5,4,2,4,4,3,1,1,4,2,4,4,4,3,3,2,4,4,5,2,2,3,5,1,4,2,2,2,2,6,1,2,2,4,3,2,6.5,4,2,38,0.00087004
1713,10360095,1,20,35,1,2,63,21,7,4.8,1.62,16,2,-1,2,2,2,-1,1,1,1,1,2,0,1,1,5.0,1,4,2,1980,2,2,2,6,7000,5,2,2,2,2,2,1,4.8,2.32,4,5,3,2,5,5,4,2,2,5,2,5,4,2,4,6,4,1,5,4,4,2,4,4,2,1,4,2,4,2,5,2,2,2,4,5,2,1,3,4,2,4,4,3,2,1,2,4,2,2,4,4,4,3,1,4,2,1,4,1,5,1,3,3,3,3,1,16.0,3,1,30,0.00023208400000000002
1714,19130147,1,30,59,1,1,103,27,17,22.8,2.11,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,1,1964,2,4,1,2,10807,7,1,2,2,2,2,1,11.4,3.02,4,5,3,4,5,6,2,2,1,5,2,2,2,2,5,4,4,1,1,2,5,4,4,2,4,2,3,2,5,3,4,2,1,2,2,4,4,1,2,5,4,2,4,4,4,1,1,5,2,1,2,4,4,2,1,8,1,1,2,4,-1,1,-1,-1,-1,4,2,21.0,-1,2,46,0.000160139
1715,50270287,1,55,61,1,3,104,34,9,27.6,5.44,43,3,0,1,0,3,0,3,1,1,1,3,1,1,1,5.0,13,5,2,1957,1,4,2,2,9000,8,1,2,2,2,2,1,13.8,7.8,3,6,3,2,3,4,5,3,3,4,4,2,2,1,5,2,2,1,4,3,4,3,4,1,5,4,6,1,5,4,1,5,3,3,3,1,3,2,3,6,3,2,5,4,4,5,1,5,2,2,2,4,5,3,1,7,1,2,2,4,5,2,3,3,3,3,5,59.5,3,5,53,0.000144039
1716,54200016,1,60,113,10,7,168,26,29,25.8,7.8,74,2,0,1,0,4,0,3,1,1,1,2,1,2,2,2.5,4,6,2,1976,1,5,1,2,15000,7,1,2,2,1,2,2,12.9,11.18,3,5,3,3,5,5,5,5,4,5,3,2,5,1,4,6,4,1,5,2,4,4,4,2,4,5,3,1,5,5,1,3,2,2,4,3,3,1,2,4,4,2,3,4,4,3,1,5,1,1,2,4,4,4,3,4,2,2,4,4,4,2,3,2,2,3,6,74.0,5,6,34,0.000340556
1718,10540031,1,135,183,8,8,306,78,45,20.2,7.6,92,4,2,2,0,4,2,1,1,1,2,3,1,2,2,3.5,44,4,2,1965,2,3,2,6,7000,3,2,2,2,2,2,1,20.2,10.89,2,1,3,3,5,5,4,4,6,6,6,4,5,1,4,4,4,1,5,3,6,3,6,3,4,6,2,1,6,6,1,6,6,1,1,2,3,1,1,5,2,2,2,6,6,1,1,5,5,2,1,4,4,4,-1,4,2,1,4,1,5,5,3,1,1,3,1,82.5,2,1,45,0.000367986
1719,28240762,1,30,52,8,2,106,39,15,10.8,1.99,25,2,0,2,0,2,0,2,1,1,2,2,1,1,2,6.0,0,4,2,1985,2,2,2,6,7000,5,2,2,2,2,2,1,10.8,2.85,1,2,5,3,4,4,5,1,3,4,1,1,5,5,3,6,6,1,5,4,3,5,6,6,6,6,5,3,4,1,2,1,5,3,4,2,3,1,1,5,1,5,5,3,1,1,4,5,2,2,1,4,3,4,-1,4,2,1,2,4,5,3,3,2,1,3,3,19.2,2,3,25,0.00023208400000000002
1720,30860708,1,130,177,10,4,235,46,12,77.4,18.09,147,3,1,2,0,5,1,2,1,1,2,2,2,2,2,4.0,5,6,2,1974,1,3,2,2,15000,8,1,2,2,2,2,1,38.7,25.92,3,4,2,3,4,4,3,3,2,5,2,1,5,1,3,4,2,1,4,3,5,1,2,1,5,4,2,1,5,4,1,1,2,1,5,1,2,1,2,5,3,2,4,5,4,4,1,5,2,2,3,4,5,4,3,6,2,2,4,2,4,2,1,2,3,4,4,190.0,5,4,36,0.000340556
1721,70740079,1,15,17,6,0,30,13,0,6.2,1.2,16,1,0,1,0,2,0,0,0,2,1,1,0,2,2,2.0,4,2,2,1979,1,1,1,5,3250,3,2,2,2,2,2,1,6.2,1.72,1,5,3,1,4,5,4,2,3,4,4,2,4,2,6,3,2,1,5,5,4,4,4,4,4,4,4,4,2,4,2,3,4,1,4,4,5,1,4,5,1,2,5,5,5,4,2,5,1,3,2,4,5,5,3,6,2,2,2,3,4,1,3,2,2,4,8,9.5,5,8,31,0.00087004
1722,39010115,1,10,4,1,0,19,15,0,3.0,0.76,10,2,0,2,1,0,0,0,2,2,1,2,0,1,1,5.0,30,4,1,1953,1,2,1,1,7000,3,1,2,2,2,2,1,2.2,1.09,1,2,4,4,3,4,3,2,3,5,4,3,4,1,4,2,2,1,6,2,2,4,2,4,4,2,2,1,2,4,1,4,4,3,4,4,3,2,2,4,4,2,4,3,3,3,6,4,2,4,2,4,4,4,1,7,1,2,2,2,4,1,1,2,2,4,2,6.5,4,2,57,0.000409116
1725,92460602,1,8,-1,9,0,22,35,0,3.0,0.59,3,3,1,2,0,3,0,1,1,1,2,3,0,2,2,4.0,5,4,1,1978,1,3,1,3,7000,4,2,2,2,2,2,1,3.0,0.85,2,2,2,2,4,4,3,3,2,4,2,5,5,2,4,5,3,1,4,2,4,4,6,2,1,1,4,2,1,3,2,1,2,3,1,5,2,1,1,5,3,2,2,4,1,3,1,5,2,5,2,2,4,2,3,8,1,2,4,2,5,4,3,1,2,4,7,2.3,5,7,32,0.000258025
1726,54441132,1,20,16,1,0,78,62,0,7.6,1.34,19,1,0,1,0,1,0,1,2,1,2,1,0,1,1,5.0,4,2,1,1979,1,1,1,1,3250,3,2,2,2,2,2,1,7.6,1.92,1,2,3,3,1,3,5,1,1,4,6,5,5,3,5,6,5,1,5,5,3,3,6,4,2,6,4,2,5,3,1,1,3,1,3,4,4,1,1,5,2,2,5,4,3,3,2,4,2,2,2,3,4,4,1,7,1,2,4,4,5,2,4,2,2,3,6,11.0,5,6,31,0.000967286
1727,92460719,1,50,76,1,4,115,37,2,12.8,4.68,41,3,1,2,1,3,1,2,1,1,2,2,1,1,2,5.5,1,6,1,1973,1,3,1,6,15000,3,1,2,2,2,2,1,6.4,6.71,2,4,6,3,4,5,4,3,2,2,2,5,4,2,4,4,5,4,5,2,4,2,4,3,4,4,1,1,5,3,1,1,1,2,5,2,5,1,2,5,2,2,3,5,3,4,1,5,2,1,3,2,4,5,1,8,1,2,4,2,5,2,4,2,2,4,7,48.0,4,7,37,0.000967286
1729,54440529,2,302,0,10,0,4,4,0,0.0,0.1,0,1,0,1,0,0,0,-1,1,1,1,1,0,1,1,5.5,7,5,2,1966,1,1,1,1,9000,3,2,2,2,2,2,1,0.0,0.14,1,2,3,6,4,4,5,2,3,3,6,3,5,1,1,6,6,2,5,5,3,5,5,3,2,6,6,3,6,6,6,6,6,3,6,5,1,1,1,3,3,3,3,3,3,3,3,5,3,6,4,2,3,4,3,7,1,2,4,4,2,2,3,1,2,3,6,0.4,4,6,44,0.000367986
1730,19130205,1,50,125,9,1,218,38,55,21.2,1.98,20,2,0,2,0,1,0,0,1,2,1,1,0,1,1,4.0,5,2,2,1961,2,2,7,6,3250,3,2,2,2,2,2,1,21.2,2.84,1,2,4,1,1,1,6,6,4,5,2,2,4,4,5,6,5,1,5,3,5,5,6,6,6,1,1,5,6,6,5,6,6,1,5,4,4,1,1,5,2,2,1,2,6,1,1,5,6,4,5,1,5,5,3,8,1,1,2,4,5,3,4,-1,3,3,2,18.0,3,2,49,0.000367986
1731,90320677,0,50,30,1,0,55,25,0,6.0,1.74,25,5,0,1,0,4,0,4,1,1,1,5,0,1,1,6.5,22,6,1,1951,1,3,1,3,15000,7,2,2,1,2,2,1,0.0,2.49,4,4,1,2,4,5,5,1,2,4,5,3,4,1,5,6,4,1,5,3,5,1,1,3,5,4,6,2,5,4,1,4,3,1,5,3,1,1,2,4,2,4,3,2,2,1,1,5,1,3,2,2,4,5,1,2,2,2,2,3,1,2,1,2,2,4,7,12.0,4,7,59,0.000160139
1732,30330639,0,71,66,1,3,85,13,6,25.4,0.67,10,1,0,1,0,1,0,1,2,1,1,1,0,1,1,6.5,7,5,2,1959,1,1,2,6,9000,6,2,1,2,2,2,1,0.0,0.96,1,2,5,4,3,4,5,2,5,5,5,5,6,2,4,6,5,1,5,4,4,3,4,1,5,2,1,3,4,2,1,1,2,1,5,2,4,2,4,3,3,2,2,4,2,1,2,5,1,3,3,2,5,5,1,4,1,2,2,4,4,1,4,-1,-1,3,4,5.0,4,4,51,9.82e-05
1734,53060658,0,66,64,1,2,111,33,14,11.2,3.31,47,4,2,1,0,4,0,2,1,1,1,4,0,2,2,5.0,1,3,1,1966,1,3,1,6,5000,3,1,2,2,1,2,1,5.6,4.74,1,2,2,2,3,5,5,2,3,5,2,2,5,2,4,2,4,1,5,3,4,5,4,3,4,4,2,4,3,3,1,5,5,4,4,1,3,1,2,5,3,2,2,4,2,2,1,5,3,2,3,4,1,5,1,7,1,2,4,2,5,2,4,2,2,4,6,32.0,4,6,44,0.000409116
1735,96040370,0,54,60,1,2,117,53,4,25.4,2.98,37,3,1,2,1,2,0,1,3,1,1,3,0,1,1,7.0,18,6,2,1958,1,3,2,6,15000,3,1,1,2,2,2,1,12.7,4.27,4,4,3,2,5,5,5,1,3,4,3,2,4,4,5,3,3,2,4,3,2,3,3,3,4,4,4,2,5,5,1,4,4,2,4,4,3,1,3,4,3,3,4,4,3,4,1,5,2,2,2,5,5,2,-1,8,1,2,3,2,4,4,3,2,2,4,7,30.5,3,7,52,0.000367986
1736,30860310,0,124,48,3,3,143,80,15,13.4,2.87,42,5,1,2,2,5,0,6,2,1,2,5,2,1,1,7.5,4,6,2,1991,1,6,8,6,15000,2,1,2,2,2,2,2,6.7,4.11,1,4,2,3,2,4,4,4,4,5,4,3,4,4,4,5,5,3,4,3,4,4,3,1,4,5,4,4,5,4,5,4,4,3,5,1,5,4,4,4,3,4,4,5,5,4,4,5,2,2,3,2,2,4,2,6,2,2,4,2,4,3,3,1,2,4,4,21.0,5,4,19,0.002195453
1737,52720639,0,49,41,1,0,67,26,0,10.0,1.64,22,5,0,1,2,4,0,3,1,1,1,4,1,1,2,7.0,20,6,1,1989,1,6,1,6,15000,5,2,2,1,2,2,2,0.0,2.35,1,4,2,3,2,4,4,3,2,4,4,2,4,2,4,6,3,4,4,2,4,2,3,1,5,5,5,2,5,5,2,4,4,4,4,4,2,2,2,4,3,2,5,4,3,4,2,2,3,2,1,3,4,4,1,7,1,2,3,3,5,2,1,1,2,3,5,19.0,3,5,21,0.000258025
1738,19650626,1,60,40,8,1,149,79,30,17.0,2.09,27,4,2,1,0,4,2,2,1,1,2,2,0,2,2,5.0,1,6,1,1982,2,3,2,4,15000,7,1,2,2,2,2,1,8.5,2.99,4,4,1,2,5,5,3,1,3,4,3,1,4,1,4,1,2,1,3,4,4,2,3,1,4,6,4,1,4,4,1,6,4,5,5,2,1,1,1,1,1,2,4,3,1,4,2,4,1,4,3,4,4,3,3,4,2,1,2,2,3,3,4,2,2,3,2,19.0,3,2,28,0.000378621
1740,54420606,0,167,126,1,6,185,40,19,80.8,19.11,135,3,1,1,0,3,1,1,1,1,1,2,0,1,1,6.5,1,5,1,1972,1,3,1,3,9000,4,2,2,2,2,1,1,80.8,27.38,4,5,1,2,4,5,5,3,4,6,4,2,4,2,4,1,4,4,4,2,4,2,1,1,5,5,4,2,4,4,2,3,3,4,5,2,3,3,3,2,2,3,4,4,5,3,3,3,2,2,2,4,4,4,1,2,2,2,4,4,3,2,3,2,2,4,6,208.0,5,6,38,0.000258025
1741,39111325,0,28,23,1,0,42,19,0,6.8,1.47,19,4,2,1,-1,3,2,1,1,1,2,2,-1,1,1,4.0,5,4,2,1970,1,3,2,6,7000,4,1,1,2,2,2,1,3.4,2.11,3,4,2,2,3,4,4,-1,3,3,4,3,4,2,-1,3,4,2,3,3,4,3,3,2,4,4,4,4,4,4,3,3,3,3,4,4,3,2,3,3,2,3,4,4,3,2,3,4,3,3,3,4,4,4,2,4,2,2,2,2,4,2,3,2,2,3,2,14.5,3,2,40,9.82e-05
1742,30330069,0,33,32,9,0,78,46,0,7.6,2.54,33,2,0,1,0,1,0,2,2,1,1,2,1,1,1,6.0,33,6,1,1943,1,2,9,2,15000,7,1,2,2,2,2,1,3.8,3.64,2,1,5,4,3,4,4,1,4,4,5,5,5,1,3,2,4,1,5,3,5,1,4,1,5,4,1,3,5,4,1,4,1,5,5,2,2,1,4,2,2,4,4,3,6,4,1,4,2,2,3,4,4,2,3,4,1,2,2,4,5,2,1,2,1,3,4,21.0,2,4,67,0.000125765
1743,54421201,0,165,114,3,5,169,38,17,36.0,11.64,86,3,0,3,0,3,0,2,0,1,1,3,1,1,1,6.0,10,6,2,1956,1,3,6,1,15000,6,1,2,2,2,2,1,18.0,16.68,3,4,3,4,4,4,4,2,2,4,4,2,4,2,4,2,4,2,4,2,4,3,2,2,4,4,4,2,4,4,2,2,4,4,4,4,2,2,4,2,2,2,4,2,-1,4,4,4,2,2,4,4,2,4,1,2,2,2,4,4,5,2,2,2,2,4,6,126.0,3,6,54,9.82e-05
1744,10360266,1,35,27,9,1,74,38,9,7.8,1.72,22,2,0,1,0,0,0,1,2,1,1,2,0,1,1,4.0,36,3,2,1938,1,2,9,8,5000,5,1,2,2,2,2,1,3.9,2.46,3,5,3,4,5,5,6,2,5,5,4,5,3,1,4,6,4,1,1,1,4,2,2,1,5,3,5,2,6,2,6,1,4,4,5,4,4,1,4,5,4,4,5,4,6,2,2,4,5,6,3,4,4,4,3,4,2,1,4,1,5,2,2,3,4,3,1,15.5,-1,1,72,7.709999999999999e-05
1745,54541040,1,70,58,9,6,145,58,29,21.6,4.62,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,-1,21.6,6.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,2,4,4,-1,3,-1,-1,-1,-1,6,36.5,-1,6,-1,0.00087004
1746,54261413,0,49,31,1,0,71,40,0,7.6,2.09,30,3,0,2,1,3,0,3,3,1,1,3,1,1,1,5.5,22,5,1,1959,1,3,1,6,9000,3,2,2,2,1,2,1,0.0,2.99,3,3,2,3,3,4,3,2,3,4,3,3,2,2,3,2,4,3,4,2,4,2,2,4,4,4,3,3,3,4,3,4,5,3,4,3,3,2,3,4,2,4,3,3,3,3,3,4,3,3,3,3,3,4,1,7,1,2,4,2,5,2,2,-1,-1,3,6,18.5,4,6,51,0.000409116
1747,28240317,1,55,71,1,2,119,35,13,29.0,4.94,49,4,-1,2,-1,2,2,3,3,1,1,4,-1,1,1,7.0,30,5,1,1950,2,3,1,3,9000,6,1,2,2,2,2,1,14.5,7.08,2,5,2,2,5,5,4,2,4,5,4,5,4,2,3,2,2,2,5,4,4,2,2,2,4,6,4,2,4,2,4,4,4,4,4,5,4,1,2,5,2,4,4,4,2,4,2,4,3,2,4,4,4,4,1,4,2,1,2,4,5,1,3,2,2,3,3,58.0,5,3,60,0.00010913200000000001
1748,54261438,0,46,41,10,2,62,17,4,15.8,3.41,41,2,0,1,0,2,0,1,2,1,1,2,0,1,1,7.0,36,6,2,1949,1,3,2,3,15000,3,1,2,2,2,2,3,7.9,4.89,2,3,2,2,4,4,5,2,4,6,6,4,4,2,5,1,3,1,6,6,6,2,3,2,5,5,5,2,5,5,2,5,3,2,5,4,2,1,1,4,4,3,4,3,2,2,3,4,2,2,2,4,4,4,3,7,1,2,4,2,2,1,-1,2,-1,4,6,33.0,4,6,61,0.000367986
1749,53060722,0,70,46,1,2,74,28,0,19.2,3.68,43,4,2,2,0,3,2,1,1,1,1,2,1,1,1,4.5,2,4,2,1971,1,3,2,6,7000,3,1,2,2,2,2,1,9.6,5.27,3,4,2,2,4,5,4,3,3,5,4,2,2,2,4,4,4,4,2,2,5,3,2,3,4,4,2,2,5,4,2,4,4,2,3,4,4,1,2,5,2,4,4,3,3,4,3,2,2,2,2,4,2,4,1,7,1,2,4,2,5,1,4,-1,-1,3,6,37.0,5,6,39,0.00087004
1750,30330231,0,80,42,9,2,90,47,1,7.6,3.34,38,3,0,1,0,0,0,2,2,1,1,2,0,1,2,4.0,30,3,1,1938,1,3,9,2,5000,7,2,2,1,2,2,1,0.0,4.79,2,2,4,1,4,5,6,3,4,5,5,5,5,5,4,6,4,4,-1,4,5,3,3,5,4,3,6,6,5,4,6,4,6,3,5,3,5,3,4,5,3,5,4,5,6,3,3,5,4,3,5,2,3,4,3,4,1,2,2,4,3,2,2,2,4,2,4,29.0,3,4,72,0.000125765
1751,28240965,0,55,32,1,1,57,17,8,6.2,1.75,23,4,0,1,0,3,0,1,1,1,1,2,0,1,1,4.0,12,3,1,1963,2,3,1,6,5000,3,2,1,2,2,2,1,0.0,2.51,5,4,4,5,5,5,5,4,4,2,1,2,5,1,5,4,5,1,5,5,4,2,1,2,5,5,4,2,2,4,2,4,5,4,5,4,4,2,2,4,4,4,4,4,4,4,3,5,2,2,2,4,4,2,1,4,2,1,2,4,4,3,1,2,2,4,3,16.1,4,3,47,0.000409116
1752,28241260,0,123,83,3,3,144,53,8,28.4,7.04,57,4,0,2,0,2,0,3,1,1,1,4,0,-1,2,8.0,12,-1,1,1991,1,6,8,8,6101,2,1,2,2,2,2,3,14.2,10.09,6,4,2,3,4,4,3,5,2,4,1,5,4,1,3,6,2,6,6,6,6,3,6,2,5,4,4,2,5,5,4,2,2,3,4,4,4,4,3,2,2,4,4,4,4,2,2,4,2,3,2,3,3,5,1,4,2,1,2,4,5,2,2,2,3,1,3,69.0,4,3,19,0.0024408439999999997
1753,44690034,0,74,59,3,2,85,24,2,14.8,4.39,58,3,1,1,0,3,0,1,2,1,1,3,0,1,2,6.0,20,-1,2,-1,1,6,8,-1,9321,5,1,2,2,1,2,-1,7.4,6.29,4,4,2,2,5,5,4,3,5,4,6,5,5,4,6,2,3,1,6,6,6,6,6,2,5,5,5,2,5,5,4,5,4,2,5,4,4,2,4,4,2,4,5,4,6,6,1,4,2,2,4,2,2,4,1,7,1,2,4,3,5,2,-1,4,4,1,5,40.0,3,5,-1,9.82e-05
1754,54421279,0,-1,56,11,2,81,21,4,23.4,5.18,52,2,0,0,0,2,0,-1,0,1,1,2,0,2,2,3.0,5,3,1,1977,1,5,2,6,5000,6,2,2,1,2,2,2,0.0,7.42,5,2,6,6,2,5,-1,6,4,2,3,5,5,1,6,6,5,1,5,3,5,2,2,1,5,5,1,1,5,5,4,1,1,2,2,4,3,1,2,4,3,4,4,2,1,1,1,5,3,3,3,4,5,3,3,2,2,2,4,4,4,2,3,2,2,4,6,50.0,5,6,33,0.000258025
1755,30860672,1,17,1,1,0,35,34,0,7.6,0.49,4,2,0,1,1,3,0,1,1,1,1,2,0,2,2,3.5,0,2,2,1952,1,2,6,3,3250,3,1,2,2,2,2,1,3.8,0.7,-1,-1,-1,-1,-1,-1,5,2,4,5,3,4,-1,2,4,2,3,1,5,3,5,2,4,4,2,2,2,3,3,2,1,1,3,4,6,4,3,1,3,5,4,1,5,4,5,3,1,5,2,3,2,3,3,4,-1,6,2,2,4,2,6,4,1,2,2,1,4,1.3,4,4,58,0.000367986
1756,54421191,0,242,245,7,4,314,52,17,95.8,7.41,192,3,0,1,0,3,0,2,2,1,1,1,0,2,1,4.5,12,4,1,1949,1,3,1,6,7000,3,2,2,1,2,2,1,0.0,10.62,6,5,2,1,3,5,4,2,4,5,4,2,4,2,4,2,4,1,4,2,5,5,2,2,5,5,5,2,4,2,2,4,5,4,5,4,2,1,1,4,5,4,4,4,2,2,1,5,2,4,2,4,4,4,3,2,2,2,4,4,6,3,1,2,2,4,6,219.0,4,6,61,0.000409116
1757,10540675,1,15,7,4,0,23,16,0,5.6,0.34,4,2,0,0,0,2,0,1,1,1,1,0,0,1,1,3.0,6,2,2,1947,2,2,9,6,3250,3,1,2,2,2,2,2,2.8,0.49,3,5,3,4,5,4,6,6,6,4,4,5,2,3,5,6,4,1,5,4,4,2,1,3,5,4,2,5,5,4,1,5,3,3,5,2,5,1,3,4,1,3,3,2,6,1,1,5,6,3,2,3,4,3,3,4,2,1,4,1,5,2,1,3,2,3,1,3.0,4,1,63,0.000367986
1758,90320647,0,49,42,10,1,76,32,2,51.8,1.27,18,3,0,1,1,3,0,2,1,1,1,2,1,2,1,4.0,20,5,2,1958,1,3,4,4,9000,3,1,2,2,2,2,2,25.9,1.82,4,3,3,3,5,5,3,3,3,4,3,5,5,3,5,3,4,2,3,4,4,2,3,4,2,4,3,4,4,4,1,4,4,3,4,2,3,1,1,4,2,2,4,4,4,3,2,5,2,3,3,4,4,3,3,2,2,2,2,3,4,2,1,3,3,3,7,10.5,3,7,52,0.000367986
1759,19130148,1,5,0,2,0,12,12,0,3.4,0.67,8,4,1,2,0,3,0,2,1,1,2,4,1,1,1,5.0,5,3,2,1968,2,3,2,6,5000,4,1,1,1,2,2,1,2.2,0.96,1,1,2,2,4,5,5,5,5,5,6,5,6,1,5,5,5,1,5,6,5,5,5,2,3,2,5,1,5,1,2,2,3,3,5,5,5,1,3,5,1,5,5,4,3,1,1,5,5,3,3,4,4,2,1,8,1,1,2,4,5,1,4,-1,-1,2,2,6.0,8,2,42,9.82e-05
1760,47130823,1,225,263,9,9,433,70,100,106.6,27.94,220,1,0,1,0,1,0,1,1,1,1,1,0,1,1,5.0,44,3,2,1937,1,1,9,3,5000,6,1,2,2,2,2,1,53.3,40.04,2,2,3,2,2,4,6,6,6,3,4,6,4,2,4,6,5,1,5,4,4,4,4,6,4,6,1,1,4,2,1,6,4,2,4,1,6,1,1,4,1,1,2,4,6,2,1,5,6,6,3,3,3,6,3,7,1,2,3,3,5,3,3,2,2,3,5,307.0,2,5,73,7.709999999999999e-05
1761,54261110,0,-1,22,7,0,36,14,0,3.8,0.94,13,2,0,1,0,0,0,2,2,1,1,2,0,1,1,5.0,13,-1,2,1939,1,2,9,8,6101,2,1,2,2,2,2,2,2.2,1.35,3,2,4,4,3,4,6,6,3,6,4,4,4,3,4,6,4,6,6,6,6,4,4,2,4,3,4,6,4,4,6,4,3,3,5,6,6,2,2,5,3,4,4,4,6,6,6,4,6,3,4,6,4,4,3,7,1,2,4,2,5,1,1,2,2,4,6,8.5,4,6,71,0.00115614
